NASDAQ,USD-GBP,USD-JPY,USD-CAD,Bitcoin
,0.7398599982261658,112.66600036621094,1.258080005645752,7.322140299947932e-05
76.73999786376953,0.740119993686676,112.7699966430664,1.2554999589920044,6.674630276393145e-05
77.66000366210938,0.7354999780654907,112.24400329589844,1.2503900527954102,6.578509783139452e-05
78.69000244140625,0.740119993686676,112.60700225830078,1.2546900510787964,6.410590140148997e-05
79.20999908447266,0.73785001039505,112.78299713134766,1.2490299940109253,5.7373999879928306e-05
79.95999908447266,0.7365999817848206,113.15399932861328,1.2393200397491455,6.591909914277494e-05
80.16999816894531,0.7368500232696533,113.14099884033203,1.2414599657058716,6.851470243418589e-05
81.2300033569336,0.7389699816703796,112.75499725341797,1.2473200559616089,6.678549834759906e-05
80.45999908447266,0.7400400042533875,111.44400024414062,1.253059983253479,7.459460175596178e-05
81.43000030517578,0.7384499907493591,111.29399871826172,1.2518999576568604,7.152769831009209e-05
81.43000030517578,0.7281699776649475,111.0999984741211,1.2460399866104126,7.235990051412955e-05
80.41999816894531,0.7247300148010254,110.58100128173828,1.2424499988555908,8.702839841134846e-05
80.45999908447266,0.7246999740600586,110.38800048828125,1.2425199747085571,8.937669917941093e-05
79.83000183105469,0.7231699824333191,111.3759994506836,1.243749976158142,8.714669820619747e-05
80.06999969482422,0.7196999788284302,111.0260009765625,1.241129994392395,8.615190017735586e-05
80.62999725341797,0.7198600172996521,110.68399810791016,1.248610019683838,9.147959644906223e-05
80.20999908447266,0.7150599956512451,110.96600341796875,1.2452000379562378,9.200989734381437e-05
81.16999816894531,0.7134000062942505,110.10700225830078,1.2414300441741943,8.80328007042408e-05
81.18000030517578,0.70319002866745,109.32599639892578,1.2352499961853027,8.881469693733379e-05
81.36000061035156,0.7067000269889832,109.7040023803711,1.2375999689102173,8.951430208981037e-05
81.6500015258789,0.7067499756813049,108.63899993896484,1.2312999963760376,8.852379687596112e-05
81.8499984741211,0.7103999853134155,108.9260025024414,1.2334200143814087,9.894819959299639e-05
80.91000366210938,0.7064200043678284,108.73200225830078,1.2336100339889526,9.783679706742987e-05
81.37000274658203,0.704200029373169,109.20099639892578,1.2302000522613525,0.00010904479859163985
80.33999633789062,0.7009299993515015,109.40599822998047,1.2260600328445435,0.00011324069782858714
77.47000122070312,0.7086499929428101,110.03500366210938,1.2431999444961548,0.0001437759055988863
77.72000122070312,0.717170000076294,109.09500122070312,1.2535899877548218,0.00012896569387521595
77.2699966430664,0.7164000272750854,109.62699890136719,1.2504299879074097,0.00013121119991410524
75.20999908447266,0.7204999923706055,109.19599914550781,1.256500005722046,0.00012098350271116942
76.11000061035156,0.7176200151443481,108.52899932861328,1.259060025215149,0.0001144560010288842
77.55999755859375,0.7232000231742859,108.80000305175781,1.2587000131607056,0.00011202510358998552
78.5,0.7218999862670898,108.69000244140625,1.257699966430664,0.00011630189692368731
79.76000213623047,0.7200999855995178,107.76399993896484,1.2589000463485718,0.00010532270243857056
80.37999725341797,0.7134799957275391,106.58699798583984,1.2483199834823608,9.836319804890081e-05
79.0199966430664,0.7090100049972534,106.11100006103516,1.2482000589370728,9.771450277185068e-05
79.0199966430664,0.7126799821853638,106.26100158691406,1.255679965019226,8.908449672162533e-05
78.80000305175781,0.7146599888801575,106.70899963378906,1.256700038909912,8.769080159254372e-05
79.12000274658203,0.7142300009727478,107.38099670410156,1.2647000551223755,9.354190115118399e-05
78.19999694824219,0.7189000248908997,107.55500030517578,1.2697700262069702,9.994999709306285e-05
80.4800033569336,0.7166900038719177,106.81400299072266,1.2711999416351318,9.707699791761115e-05
81.66000366210938,0.7159199714660645,107.0739974975586,1.2648500204086304,9.646270336816087e-05
81.69000244140625,0.7160000205039978,107.06900024414062,1.268399953842163,9.323489939561114e-05
80.75,0.7191100120544434,107.4260025024414,1.277109980583191,9.617330215405673e-05
79.5999984741211,0.7270500063896179,106.63999938964844,1.2833000421524048,9.131590195465833e-05
80.58999633789062,0.7259299755096436,106.16300201416016,1.283210039138794,9.020059951581061e-05
81.7699966430664,0.7249000072479248,105.55599975585938,1.2888100147247314,8.64058019942604e-05
83.91000366210938,0.7218999862670898,106.25,1.2979899644851685,9.276519995182753e-05
83.94999694824219,0.7194200158119202,105.53700256347656,1.29489004611969,0.00010034550359705463
84.86000061035156,0.7190999984741211,106.18599700927734,1.290619969367981,0.00010643949644872919
86.52999877929688,0.72434002161026,106.40599822998047,1.2896100282669067,0.00010709449998103082
85.88999938964844,0.7217400074005127,106.89099884033203,1.2812199592590332,0.00010863519855774939
85.25,0.7190300226211548,106.26000213623047,1.284209966659546,0.00010875650332309306
84.37000274658203,0.7156999707221985,106.50800323486328,1.295699954032898,0.00012092180259060115
84.08000183105469,0.7157400250434875,106.15499877929688,1.295199990272522,0.00012046939809806645
83.97000122070312,0.7174299955368042,106.30899810791016,1.3051700592041016,0.00011992779764113948
83.62000274658203,0.7171800136566162,105.96900177001953,1.3092000484466553,0.00011586610344238579
84.1500015258789,0.7129999995231628,105.99600219726562,1.3080600500106812,0.00011218980216654018
84.20999908447266,0.7140399813652039,106.46900177001953,1.3074400424957275,0.00011199110304005444
82.0199966430664,0.7069000005722046,105.92900085449219,1.289720058441162,0.00011456759966677055
80.72000122070312,0.7084800004959106,104.96800231933594,1.2931100130081177,0.00011261740291956812
83.5,0.7023000121116638,105.5,1.2836099863052368,0.00012766440340783447
81.91999816894531,0.7053999900817871,105.49299621582031,1.287850022315979,0.00012571530533023179
83.48999786376953,0.7102100253105164,106.81199645996094,1.291890025138855,0.00013955369649920613
86.22000122070312,0.7127900123596191,106.47899627685547,1.288699984550476,0.0001451269054086879
86.22000122070312,0.7127900123596191,106.47899627685547,1.288699984550476,0.0001451269054086879
85.52999877929688,0.7119100093841553,105.79900360107422,1.292099952697754,0.00013411820691544563
86.6500015258789,0.7107999920845032,106.43599700927734,1.2806199789047241,0.00014590359933208674
86.22000122070312,0.7098199725151062,106.77400207519531,1.2754499912261963,0.00014681120228487998
86.30999755859375,0.7138400077819824,107.052001953125,1.276919960975647,0.00015068589709699154
85.19999694824219,0.7138400077819824,107.052001953125,1.276919960975647,0.00015068589709699154
85.29000091552734,0.7073000073432922,106.7490005493164,1.2702000141143799,0.0001463108928874135
85.94999694824219,0.7051100134849548,107.11299896240234,1.2593400478363037,0.00014350659330375493
85.75,0.704770028591156,106.8290023803711,1.256700038909912,0.00012675480684265494
86.62000274658203,0.7023400068283081,107.22200012207031,1.2588800191879272,0.0001266470062546432
85.93000030517578,0.7023400068283081,107.22200012207031,1.2588800191879272,0.0001266470062546432
85.9800033569336,0.6972500085830688,107.0459976196289,1.256600022315979,0.00012654879537876695
85.9000015258789,0.6994699835777283,107.01599884033203,1.2558300495147705,0.00012249770225025713
85.6500015258789,0.704010009765625,107.34600067138672,1.2625999450683594,0.00012056459672749043
86.94000244140625,0.7099000215530396,107.43199920654297,1.2664899826049805,0.00011304760118946433
87.41999816894531,0.7099000215530396,107.43199920654297,1.2664899826049805,0.00011304760118946433
86.94999694824219,0.7174500226974487,108.76100158691406,1.2843999862670898,0.00010311939695384353
86.25,0.7146000266075134,108.8030014038086,1.2821300029754639,0.00011304880172247067
87.79000091552734,0.7174000144004822,109.36399841308594,1.2835999727249146,0.00010774109978228807
88.16000366210938,0.7184200286865234,109.30000305175781,1.2870299816131592,0.00011127119796583429
88.80000305175781,0.7184200286865234,109.30000305175781,1.2870299816131592,0.00011127119796583429
88.31999969482422,0.7261000275611877,109.322998046875,1.283139944076538,0.00010966099944198504
89.01000213623047,0.734790027141571,109.87200164794922,1.2845200300216675,0.00010827289952430874
87.91000366210938,0.7367100119590759,109.8270034790039,1.2882000207901,0.00010262869909638539
