,NASDAQ,USD-GBP,USD-JPY,USD-CAD,Bitcoin
2019-03-12,0.87506056129008,0.9768331848406236,1.018204496521182,1.012634233502106,1.7701804344021026
2019-03-13,0.8879014993934651,0.9904218221363041,1.0178752539138094,1.0097916815587327,1.7712856952861018
2019-03-14,0.8768353011335205,0.9741024981906061,1.0168693162335598,1.0051044133498985,1.7633180693581176
2019-03-15,0.8722418615180886,0.9760955137549141,1.0219629833317692,1.007349813992527,1.7470507156075221
2019-03-18,0.8794452407794165,0.9732613078539271,1.0202071622982583,1.008582058142102,1.716032116695024
2019-03-19,0.8784012808508656,0.9756684004221133,1.0184879702897252,1.008279607226723,1.6997269005088982
2019-03-20,0.8702582818995157,0.9751507270292245,1.0187440246167132,1.0071456866613788,1.6929543580513315
2019-03-21,0.8805936205955338,0.9800297081200043,1.0119677247653773,1.0044240790351804,1.7173865043489773
2019-03-22,0.8757913412049695,0.985478122229158,1.0133028352834281,1.0103964932670482,1.7196735565717716
2019-03-25,0.8864399395636863,0.9799391480599162,1.0066728422232896,1.0149324458957512,1.7460985156331148
2019-03-26,0.8959400784572488,0.9792920370342948,1.006553954873647,1.0124376764560865,1.7364542685573003
2019-03-27,0.8988631981168065,0.9795767535434817,1.0109983463405343,1.0114624615111183,1.6931245376152855
2019-03-28,0.9055446372383775,0.9839510204322541,1.0104130494061734,1.013926949810268,1.7005973337342342
2019-03-29,0.9133744561760657,0.991198370794658,1.0117573695076472,1.0153482708431758,1.6884528568398323
2019-04-01,0.9228746747186654,0.9902535840689684,1.0192012246180087,1.0063140367665293,1.4180504190567464
2019-04-02,0.9292429338265747,0.9858275575547111,1.0178661140999579,1.008733283599791,1.3914904240218753
2019-04-03,0.9322704733736986,0.9821392021261635,1.018689115964032,1.0086576708709465,1.4056866219905741
2019-04-04,0.9310176736700152,0.9896453506159913,1.0210942126288653,1.010373782411662,1.3739028192280844
2019-04-05,0.9248581746882012,0.9896453506159913,1.0210942126288653,1.010373782411662,1.3739028192280844
2019-04-08,0.9266329941806787,0.9906806974017691,1.019246993456838,1.0065105938125487,1.3294845432645654
2019-04-09,0.915566795920734,0.9911466111691732,1.0160371745556338,1.0075841323417476,1.2996230646889873
2019-04-10,0.913478876063632,0.987962969942633,1.0149397689672965,1.006828095175743,1.3663593331364163
2019-04-11,0.9085721767855014,0.9912371712292614,1.0207558999772124,1.0113717082120164,1.3596346222130973
2019-04-12,0.9166108354983221,0.9912371712292614,1.0207558999772124,1.0113717082120164,1.3596346222130973
2019-04-15,0.9236054546335547,0.9877040946771681,1.0237005247375768,1.0106232413311402,1.3217141846536142
2019-04-16,0.9369683328766968,0.9919748423149709,1.0241577247388722,1.009965527749366,1.3175920126831886
2019-04-17,0.941666192379695,0.9925054748987413,1.0245510158127775,1.0091112571215726,1.3060412510012558
2019-04-18,0.9394738526350267,0.9959349550618241,1.0241211654834657,1.0112280530394557,1.3047050896793
2019-04-19,0.9394738526350267,0.9959349550618241,1.0241211654834657,1.0112280530394557,1.3047050896793
2019-04-22,0.9367595727506014,0.9969315014129986,1.0235724975740828,1.0089071297904246,1.2418272652271514
2019-04-23,0.9359243729481458,1.0002704215159932,1.0230969481755128,1.015136573226899,1.266254578022389
2019-04-24,0.9310176736700152,1.0028458292895563,1.0254105769322583,1.0200733003552114,1.3280666151935383
